x;y
-6.20;undefined
-6.19;undefined
-6.18;undefined
-6.17;undefined
-6.16;undefined
-6.15;undefined
-6.14;undefined
-6.13;undefined
-6.12;undefined
-6.11;undefined
-6.10;undefined
-6.09;undefined
-6.08;undefined
-6.07;undefined
-6.06;undefined
-6.05;undefined
-6.04;undefined
-6.03;undefined
-6.02;undefined
-6.01;undefined
-6.00;undefined
-5.99;undefined
-5.98;undefined
-5.97;undefined
-5.96;undefined
-5.95;undefined
-5.94;undefined
-5.93;undefined
-5.92;undefined
-5.91;undefined
-5.90;undefined
-5.89;undefined
-5.88;undefined
-5.87;undefined
-5.86;undefined
-5.85;undefined
-5.84;undefined
-5.83;undefined
-5.82;undefined
-5.81;undefined
-5.80;undefined
-5.79;undefined
-5.78;undefined
-5.77;undefined
-5.76;undefined
-5.75;undefined
-5.74;undefined
-5.73;undefined
-5.72;undefined
-5.71;undefined
-5.70;undefined
-5.69;undefined
-5.68;undefined
-5.67;undefined
-5.66;undefined
-5.65;undefined
-5.64;undefined
-5.63;undefined
-5.62;undefined
-5.61;undefined
-5.60;undefined
-5.59;undefined
-5.58;undefined
-5.57;undefined
-5.56;undefined
-5.55;undefined
-5.54;undefined
-5.53;undefined
-5.52;undefined
-5.51;undefined
-5.50;undefined
-5.49;undefined
-5.48;undefined
-5.47;undefined
-5.46;undefined
-5.45;undefined
-5.44;undefined
-5.43;undefined
-5.42;undefined
-5.41;undefined
-5.40;undefined
-5.39;undefined
-5.38;undefined
-5.37;undefined
-5.36;undefined
-5.35;undefined
-5.34;undefined
-5.33;undefined
-5.32;undefined
-5.31;undefined
-5.30;undefined
-5.29;undefined
-5.28;undefined
-5.27;undefined
-5.26;undefined
-5.25;undefined
-5.24;undefined
-5.23;undefined
-5.22;undefined
-5.21;undefined
-5.20;undefined
-5.19;undefined
-5.18;undefined
-5.17;undefined
-5.16;undefined
-5.15;undefined
-5.14;undefined
-5.13;undefined
-5.12;undefined
-5.11;undefined
-5.10;undefined
-5.09;undefined
-5.08;undefined
-5.07;undefined
-5.06;undefined
-5.05;undefined
-5.04;undefined
-5.03;undefined
-5.02;undefined
-5.01;undefined
-5.00;undefined
-4.99;undefined
-4.98;undefined
-4.97;undefined
-4.96;undefined
-4.95;undefined
-4.94;undefined
-4.93;undefined
-4.92;undefined
-4.91;undefined
-4.90;undefined
-4.89;undefined
-4.88;undefined
-4.87;undefined
-4.86;undefined
-4.85;undefined
-4.84;undefined
-4.83;undefined
-4.82;undefined
-4.81;undefined
-4.80;undefined
-4.79;undefined
-4.78;undefined
-4.77;undefined
-4.76;undefined
-4.75;undefined
-4.74;undefined
-4.73;undefined
-4.72;undefined
-4.71;undefined
-4.70;undefined
-4.69;undefined
-4.68;undefined
-4.67;undefined
-4.66;undefined
-4.65;undefined
-4.64;undefined
-4.63;undefined
-4.62;undefined
-4.61;undefined
-4.60;undefined
-4.59;undefined
-4.58;undefined
-4.57;undefined
-4.56;undefined
-4.55;undefined
-4.54;undefined
-4.53;undefined
-4.52;undefined
-4.51;undefined
-4.50;undefined
-4.49;undefined
-4.48;undefined
-4.47;undefined
-4.46;undefined
-4.45;undefined
-4.44;undefined
-4.43;undefined
-4.42;undefined
-4.41;undefined
-4.40;undefined
-4.39;undefined
-4.38;undefined
-4.37;undefined
-4.36;undefined
-4.35;undefined
-4.34;undefined
-4.33;undefined
-4.32;undefined
-4.31;undefined
-4.30;undefined
-4.29;undefined
-4.28;undefined
-4.27;undefined
-4.26;undefined
-4.25;undefined
-4.24;undefined
-4.23;undefined
-4.22;undefined
-4.21;undefined
-4.20;undefined
-4.19;undefined
-4.18;undefined
-4.17;undefined
-4.16;undefined
-4.15;undefined
-4.14;undefined
-4.13;undefined
-4.12;undefined
-4.11;undefined
-4.10;undefined
-4.09;undefined
-4.08;undefined
-4.07;undefined
-4.06;undefined
-4.05;undefined
-4.04;undefined
-4.03;undefined
-4.02;undefined
-4.01;undefined
-4.00;undefined
-3.99;undefined
-3.98;undefined
-3.97;undefined
-3.96;undefined
-3.95;undefined
-3.94;undefined
-3.93;undefined
-3.92;undefined
-3.91;undefined
-3.90;undefined
-3.89;undefined
-3.88;undefined
-3.87;undefined
-3.86;undefined
-3.85;undefined
-3.84;undefined
-3.83;undefined
-3.82;undefined
-3.81;undefined
-3.80;undefined
-3.79;undefined
-3.78;undefined
-3.77;undefined
-3.76;undefined
-3.75;undefined
-3.74;undefined
-3.73;undefined
-3.72;undefined
-3.71;undefined
-3.70;undefined
-3.69;undefined
-3.68;undefined
-3.67;undefined
-3.66;undefined
-3.65;undefined
-3.64;undefined
-3.63;undefined
-3.62;undefined
-3.61;undefined
-3.60;undefined
-3.59;undefined
-3.58;undefined
-3.57;undefined
-3.56;undefined
-3.55;undefined
-3.54;undefined
-3.53;undefined
-3.52;undefined
-3.51;undefined
-3.50;undefined
-3.49;undefined
-3.48;undefined
-3.47;undefined
-3.46;undefined
-3.45;undefined
-3.44;undefined
-3.43;undefined
-3.42;undefined
-3.41;undefined
-3.40;undefined
-3.39;undefined
-3.38;undefined
-3.37;undefined
-3.36;undefined
-3.35;undefined
-3.34;undefined
-3.33;undefined
-3.32;undefined
-3.31;undefined
-3.30;undefined
-3.29;undefined
-3.28;undefined
-3.27;undefined
-3.26;undefined
-3.25;undefined
-3.24;undefined
-3.23;undefined
-3.22;undefined
-3.21;undefined
-3.20;undefined
-3.19;undefined
-3.18;undefined
-3.17;undefined
-3.16;undefined
-3.15;undefined
-3.14;undefined
-3.13;undefined
-3.12;undefined
-3.11;undefined
-3.10;undefined
-3.09;undefined
-3.08;undefined
-3.07;undefined
-3.06;undefined
-3.05;undefined
-3.04;undefined
-3.03;undefined
-3.02;undefined
-3.01;undefined
-3.00;undefined
-2.99;undefined
-2.98;undefined
-2.97;undefined
-2.96;undefined
-2.95;undefined
-2.94;undefined
-2.93;undefined
-2.92;undefined
-2.91;undefined
-2.90;undefined
-2.89;undefined
-2.88;undefined
-2.87;undefined
-2.86;undefined
-2.85;undefined
-2.84;undefined
-2.83;undefined
-2.82;undefined
-2.81;undefined
-2.80;undefined
-2.79;undefined
-2.78;undefined
-2.77;undefined
-2.76;undefined
-2.75;undefined
-2.74;undefined
-2.73;undefined
-2.72;undefined
-2.71;undefined
-2.70;undefined
-2.69;undefined
-2.68;undefined
-2.67;undefined
-2.66;undefined
-2.65;undefined
-2.64;undefined
-2.63;undefined
-2.62;undefined
-2.61;undefined
-2.60;undefined
-2.59;undefined
-2.58;undefined
-2.57;undefined
-2.56;undefined
-2.55;undefined
-2.54;undefined
-2.53;undefined
-2.52;undefined
-2.51;undefined
-2.50;undefined
-2.49;undefined
-2.48;undefined
-2.47;undefined
-2.46;undefined
-2.45;undefined
-2.44;undefined
-2.43;undefined
-2.42;undefined
-2.41;undefined
-2.40;undefined
-2.39;undefined
-2.38;undefined
-2.37;undefined
-2.36;undefined
-2.35;undefined
-2.34;undefined
-2.33;undefined
-2.32;undefined
-2.31;undefined
-2.30;undefined
-2.29;undefined
-2.28;undefined
-2.27;undefined
-2.26;undefined
-2.25;undefined
-2.24;undefined
-2.23;undefined
-2.22;undefined
-2.21;undefined
-2.20;undefined
-2.19;undefined
-2.18;undefined
-2.17;undefined
-2.16;undefined
-2.15;undefined
-2.14;undefined
-2.13;undefined
-2.12;undefined
-2.11;undefined
-2.10;undefined
-2.09;undefined
-2.08;undefined
-2.07;undefined
-2.06;undefined
-2.05;undefined
-2.04;undefined
-2.03;undefined
-2.02;undefined
-2.01;undefined
-2.00;undefined
-1.99;undefined
-1.98;undefined
-1.97;undefined
-1.96;undefined
-1.95;undefined
-1.94;undefined
-1.93;undefined
-1.92;undefined
-1.91;undefined
-1.90;undefined
-1.89;undefined
-1.88;undefined
-1.87;undefined
-1.86;undefined
-1.85;undefined
-1.84;undefined
-1.83;undefined
-1.82;undefined
-1.81;undefined
-1.80;undefined
-1.79;undefined
-1.78;undefined
-1.77;undefined
-1.76;undefined
-1.75;undefined
-1.74;undefined
-1.73;undefined
-1.72;undefined
-1.71;undefined
-1.70;undefined
-1.69;undefined
-1.68;undefined
-1.67;undefined
-1.66;undefined
-1.65;undefined
-1.64;undefined
-1.63;undefined
-1.62;undefined
-1.61;undefined
-1.60;undefined
-1.59;undefined
-1.58;undefined
-1.57;undefined
-1.56;undefined
-1.55;undefined
-1.54;undefined
-1.53;undefined
-1.52;undefined
-1.51;undefined
-1.50;undefined
-1.49;undefined
-1.48;undefined
-1.47;undefined
-1.46;undefined
-1.45;undefined
-1.44;undefined
-1.43;undefined
-1.42;undefined
-1.41;undefined
-1.40;undefined
-1.39;undefined
-1.38;undefined
-1.37;undefined
-1.36;undefined
-1.35;undefined
-1.34;undefined
-1.33;undefined
-1.32;undefined
-1.31;undefined
-1.30;undefined
-1.29;undefined
-1.28;undefined
-1.27;undefined
-1.26;undefined
-1.25;undefined
-1.24;undefined
-1.23;undefined
-1.22;undefined
-1.21;undefined
-1.20;undefined
-1.19;undefined
-1.18;undefined
-1.17;undefined
-1.16;undefined
-1.15;undefined
-1.14;undefined
-1.13;undefined
-1.12;undefined
-1.11;undefined
-1.10;undefined
-1.09;undefined
-1.08;undefined
-1.07;undefined
-1.06;undefined
-1.05;undefined
-1.04;undefined
-1.03;undefined
-1.02;undefined
-1.01;undefined
-1.00;undefined
-0.99;undefined
-0.98;undefined
-0.97;undefined
-0.96;undefined
-0.95;undefined
-0.94;undefined
-0.93;undefined
-0.92;undefined
-0.91;undefined
-0.90;undefined
-0.89;undefined
-0.88;undefined
-0.87;undefined
-0.86;undefined
-0.85;undefined
-0.84;undefined
-0.83;undefined
-0.82;undefined
-0.81;undefined
-0.80;undefined
-0.79;undefined
-0.78;undefined
-0.77;undefined
-0.76;undefined
-0.75;undefined
-0.74;undefined
-0.73;undefined
-0.72;undefined
-0.71;undefined
-0.70;undefined
-0.69;undefined
-0.68;undefined
-0.67;undefined
-0.66;undefined
-0.65;undefined
-0.64;undefined
-0.63;undefined
-0.62;undefined
-0.61;undefined
-0.60;undefined
-0.59;undefined
-0.58;undefined
-0.57;undefined
-0.56;undefined
-0.55;undefined
-0.54;undefined
-0.53;undefined
-0.52;undefined
-0.51;undefined
-0.50;undefined
-0.49;undefined
-0.48;undefined
-0.47;undefined
-0.46;undefined
-0.45;undefined
-0.44;undefined
-0.43;undefined
-0.42;undefined
-0.41;undefined
-0.40;undefined
-0.39;undefined
-0.38;undefined
-0.37;undefined
-0.36;undefined
-0.35;undefined
-0.34;undefined
-0.33;undefined
-0.32;undefined
-0.31;undefined
-0.30;undefined
-0.29;undefined
-0.28;undefined
-0.27;undefined
-0.26;undefined
-0.25;undefined
-0.24;undefined
-0.23;undefined
-0.22;undefined
-0.21;undefined
-0.20;undefined
-0.19;undefined
-0.18;undefined
-0.17;undefined
-0.16;undefined
-0.15;undefined
-0.14;undefined
-0.13;undefined
-0.12;undefined
-0.11;undefined
-0.10;undefined
-0.09;undefined
-0.08;undefined
-0.07;undefined
-0.06;undefined
-0.05;undefined
-0.04;undefined
-0.03;undefined
-0.02;undefined
-0.01;undefined
0.00;undefined
0.01;-2.8613531
0.02;-2.4306766
0.03;-2.1787469
0.04;-2.0000000
0.05;-1.8613531
0.06;-1.7480704
0.07;-1.6522912
0.08;-1.5693234
0.09;-1.4961407
0.10;-1.4306766
0.11;-1.3714570
0.12;-1.3173938
0.13;-1.2676605
0.14;-1.2216146
0.15;-1.1787469
0.16;-1.1386469
0.17;-1.1009787
0.18;-1.0654642
0.19;-1.0318703
0.20;-1.0000000
0.21;-0.9696850
0.22;-0.9407805
0.23;-0.9131610
0.24;-0.8867173
0.25;-0.8613531
0.26;-0.8369839
0.27;-0.8135345
0.28;-0.7909380
0.29;-0.7691346
0.30;-0.7480704
0.31;-0.7276969
0.32;-0.7079703
0.33;-0.6888508
0.34;-0.6703021
0.35;-0.6522912
0.36;-0.6347876
0.37;-0.6177637
0.38;-0.6011938
0.39;-0.5850543
0.40;-0.5693234
0.41;-0.5539811
0.42;-0.5390084
0.43;-0.5243881
0.44;-0.5101039
0.45;-0.4961407
0.46;-0.4824845
0.47;-0.4691219
0.48;-0.4560407
0.49;-0.4432292
0.50;-0.4306766
0.51;-0.4183725
0.52;-0.4063074
0.53;-0.3944721
0.54;-0.3828580
0.55;-0.3714570
0.56;-0.3602615
0.57;-0.3492641
0.58;-0.3384580
0.59;-0.3278367
0.60;-0.3173938
0.61;-0.3071236
0.62;-0.2970203
0.63;-0.2870788
0.64;-0.2772938
0.65;-0.2676605
0.66;-0.2581743
0.67;-0.2488307
0.68;-0.2396256
0.69;-0.2305548
0.70;-0.2216146
0.71;-0.2128012
0.72;-0.2041111
0.73;-0.1955408
0.74;-0.1870871
0.75;-0.1787469
0.76;-0.1705172
0.77;-0.1623951
0.78;-0.1543777
0.79;-0.1464625
0.80;-0.1386469
0.81;-0.1309283
0.82;-0.1233045
0.83;-0.1157731
0.84;-0.1083319
0.85;-0.1009787
0.86;-0.0937115
0.87;-0.0865284
0.88;-0.0794273
0.89;-0.0724065
0.90;-0.0654642
0.91;-0.0585985
0.92;-0.0518079
0.93;-0.0450907
0.94;-0.0384454
0.95;-0.0318703
0.96;-0.0253641
0.97;-0.0189254
0.98;-0.0125526
0.99;-0.0062446
1.00;0E-7
1.01;0.0061825
1.02;0.0123041
1.03;0.0183659
1.04;0.0243692
1.05;0.0303150
1.06;0.0362045
1.07;0.0420387
1.08;0.0478186
1.09;0.0535452
1.10;0.0592195
1.11;0.0648425
1.12;0.0704151
1.13;0.0759381
1.14;0.0814124
1.15;0.0868390
1.16;0.0922185
1.17;0.0975519
1.18;0.1028399
1.19;0.1080833
1.20;0.1132828
1.21;0.1184391
1.22;0.1235530
1.23;0.1286251
1.24;0.1336562
1.25;0.1386469
1.26;0.1435978
1.27;0.1485096
1.28;0.1533828
1.29;0.1582181
1.30;0.1630161
1.31;0.1677773
1.32;0.1725023
1.33;0.1771916
1.34;0.1818459
1.35;0.1864655
1.36;0.1910510
1.37;0.1956029
1.38;0.2001217
1.39;0.2046079
1.40;0.2090620
1.41;0.2134843
1.42;0.2178754
1.43;0.2222356
1.44;0.2265655
1.45;0.2308654
1.46;0.2351358
1.47;0.2393770
1.48;0.2435894
1.49;0.2477735
1.50;0.2519296
1.51;0.2560581
1.52;0.2601594
1.53;0.2642337
1.54;0.2682815
1.55;0.2723031
1.56;0.2762988
1.57;0.2802690
1.58;0.2842140
1.59;0.2881341
1.60;0.2920297
1.61;0.2959009
1.62;0.2997482
1.63;0.3035718
1.64;0.3073721
1.65;0.3111492
1.66;0.3149035
1.67;0.3186352
1.68;0.3223447
1.69;0.3260322
1.70;0.3296979
1.71;0.3333421
1.72;0.3369650
1.73;0.3405670
1.74;0.3441482
1.75;0.3477088
1.76;0.3512492
1.77;0.3547695
1.78;0.3582700
1.79;0.3617509
1.80;0.3652124
1.81;0.3686547
1.82;0.3720780
1.83;0.3754826
1.84;0.3788687
1.85;0.3822363
1.86;0.3855859
1.87;0.3889174
1.88;0.3922312
1.89;0.3955274
1.90;0.3988062
1.91;0.4020679
1.92;0.4053124
1.93;0.4085402
1.94;0.4117512
1.95;0.4149457
1.96;0.4181239
1.97;0.4212859
1.98;0.4244319
1.99;0.4275621
2.00;0.4306766
2.01;0.4337755
2.02;0.4368591
2.03;0.4399274
2.04;0.4429806
2.05;0.4460189
2.06;0.4490425
2.07;0.4520514
2.08;0.4550458
2.09;0.4580258
2.10;0.4609916
2.11;0.4639433
2.12;0.4668811
2.13;0.4698050
2.14;0.4727152
2.15;0.4756119
2.16;0.4784951
2.17;0.4813651
2.18;0.4842218
2.19;0.4870654
2.20;0.4898961
2.21;0.4927140
2.22;0.4955191
2.23;0.4983116
2.24;0.5010916
2.25;0.5038593
2.26;0.5066146
2.27;0.5093579
2.28;0.5120890
2.29;0.5148082
2.30;0.5175155
2.31;0.5202111
2.32;0.5228951
2.33;0.5255675
2.34;0.5282285
2.35;0.5308781
2.36;0.5335165
2.37;0.5361437
2.38;0.5387598
2.39;0.5413650
2.40;0.5439593
2.41;0.5465428
2.42;0.5491157
2.43;0.5516779
2.44;0.5542295
2.45;0.5567708
2.46;0.5593017
2.47;0.5618223
2.48;0.5643328
2.49;0.5668331
2.50;0.5693234
2.51;0.5718038
2.52;0.5742743
2.53;0.5767351
2.54;0.5791861
2.55;0.5816275
2.56;0.5840594
2.57;0.5864817
2.58;0.5888947
2.59;0.5912983
2.60;0.5936926
2.61;0.5960778
2.62;0.5984539
2.63;0.6008208
2.64;0.6031789
2.65;0.6055280
2.66;0.6078682
2.67;0.6101997
2.68;0.6125224
2.69;0.6148365
2.70;0.6171420
2.71;0.6194390
2.72;0.6217275
2.73;0.6240077
2.74;0.6262795
2.75;0.6285430
2.76;0.6307983
2.77;0.6330454
2.78;0.6352845
2.79;0.6375155
2.80;0.6397385
2.81;0.6419536
2.82;0.6441608
2.83;0.6463603
2.84;0.6485519
2.85;0.6507359
2.86;0.6529122
2.87;0.6550809
2.88;0.6572421
2.89;0.6593957
2.90;0.6615420
2.91;0.6636808
2.92;0.6658123
2.93;0.6679366
2.94;0.6700536
2.95;0.6721633
2.96;0.6742660
2.97;0.6763616
2.98;0.6784501
2.99;0.6805316
3.00;0.6826062
3.01;0.6846739
3.02;0.6867347
3.03;0.6887887
3.04;0.6908359
3.05;0.6928764
3.06;0.6949103
3.07;0.6969375
3.08;0.6989581
3.09;0.7009721
3.10;0.7029797
3.11;0.7049807
3.12;0.7069754
3.13;0.7089637
3.14;0.7109456
3.15;0.7129212
3.16;0.7148906
3.17;0.7168537
3.18;0.7188107
3.19;0.7207615
3.20;0.7227062
3.21;0.7246449
3.22;0.7265775
3.23;0.7285041
3.24;0.7304248
3.25;0.7323395
3.26;0.7342484
3.27;0.7361514
3.28;0.7380486
3.29;0.7399401
3.30;0.7418257
3.31;0.7437057
3.32;0.7455800
3.33;0.7474487
3.34;0.7493118
3.35;0.7511693
3.36;0.7530213
3.37;0.7548677
3.38;0.7567087
3.39;0.7585443
3.40;0.7603744
3.41;0.7621992
3.42;0.7640186
3.43;0.7658328
3.44;0.7676416
3.45;0.7694452
3.46;0.7712435
3.47;0.7730367
3.48;0.7748247
3.49;0.7766076
3.50;0.7783854
3.51;0.7801581
3.52;0.7819258
3.53;0.7836884
3.54;0.7854461
3.55;0.7871988
3.56;0.7889466
3.57;0.7906895
3.58;0.7924275
3.59;0.7941606
3.60;0.7958890
3.61;0.7976125
3.62;0.7993313
3.63;0.8010453
3.64;0.8027546
3.65;0.8044592
3.66;0.8061592
3.67;0.8078545
3.68;0.8095452
3.69;0.8112313
3.70;0.8129129
3.71;0.8145899
3.72;0.8162624
3.73;0.8179304
3.74;0.8195940
3.75;0.8212531
3.76;0.8229078
3.77;0.8245581
3.78;0.8262040
3.79;0.8278456
3.80;0.8294828
3.81;0.8311157
3.82;0.8327444
3.83;0.8343688
3.84;0.8359890
3.85;0.8376049
3.86;0.8392167
3.87;0.8408243
3.88;0.8424278
3.89;0.8440271
3.90;0.8456223
3.91;0.8472134
3.92;0.8488005
3.93;0.8503835
3.94;0.8519625
3.95;0.8535375
3.96;0.8551085
3.97;0.8566755
3.98;0.8582387
3.99;0.8597978
4.00;0.8613531
4.01;0.8629045
4.02;0.8644521
4.03;0.8659957
4.04;0.8675356
4.05;0.8690717
4.06;0.8706039
4.07;0.8721324
4.08;0.8736572
4.09;0.8751782
4.10;0.8766955
4.11;0.8782091
4.12;0.8797190
4.13;0.8812253
4.14;0.8827279
4.15;0.8842269
4.16;0.8857223
4.17;0.8872141
4.18;0.8887023
4.19;0.8901870
4.20;0.8916682
4.21;0.8931458
4.22;0.8946199
4.23;0.8960905
4.24;0.8975576
4.25;0.8990213
4.26;0.9004816
4.27;0.9019384
4.28;0.9033918
4.29;0.9048418
4.30;0.9062885
4.31;0.9077318
4.32;0.9091717
4.33;0.9106083
4.34;0.9120416
4.35;0.9134716
4.36;0.9148983
4.37;0.9163218
4.38;0.9177420
4.39;0.9191589
4.40;0.9205727
4.41;0.9219832
4.42;0.9233905
4.43;0.9247947
4.44;0.9261956
4.45;0.9275935
4.46;0.9289882
4.47;0.9303797
4.48;0.9317682
4.49;0.9331536
4.50;0.9345358
4.51;0.9359150
4.52;0.9372912
4.53;0.9386643
4.54;0.9400344
4.55;0.9414015
4.56;0.9427656
4.57;0.9441266
4.58;0.9454848
4.59;0.9468399
4.60;0.9481921
4.61;0.9495414
4.62;0.9508877
4.63;0.9522311
4.64;0.9535717
4.65;0.9549093
4.66;0.9562441
4.67;0.9575760
4.68;0.9589050
4.69;0.9602313
4.70;0.9615547
4.71;0.9628752
4.72;0.9641930
4.73;0.9655080
4.74;0.9668202
4.75;0.9681297
4.76;0.9694364
4.77;0.9707403
4.78;0.9720416
4.79;0.9733401
4.80;0.9746359
4.81;0.9759290
4.82;0.9772194
4.83;0.9785071
4.84;0.9797922
4.85;0.9810746
4.86;0.9823544
4.87;0.9836316
4.88;0.9849061
